,TÍTULO,NÚMERO DE ANEXO,LONGITUD,LATITUD,TIPO
1033,831996,1285,-103.41194472222223,-103.41194472222223,SUPERFICIAL
1034,831996,1286,-103.41111161111111,-103.41111161111111,SUPERFICIAL
1035,831996,1287,-103.40583388888889,-103.40583388888889,SUPERFICIAL
1063,832258,1288,-104.51583366666667,-104.51583366666667,SUPERFICIAL
1077,832500,1289,-102.88555577777778,-102.88555577777778,SUPERFICIAL
1123,832983,1290,-103.59833333333333,-103.59833333333333,SUPERFICIAL
1124,832983,1291,-103.59916719444443,-103.59916719444443,SUPERFICIAL
1125,832983,1292,-103.59722236111111,-103.59722236111111,SUPERFICIAL
1145,833056,1293,-103.41388922222222,-103.41388922222222,SUPERFICIAL
1219,833812,1294,-104.80138922222221,-104.80138922222221,SUPERFICIAL
1221,833846,1295,-101.96388916666668,-101.96388916666668,SUPERFICIAL
1222,833850,1296,-103.56083333333333,-103.56083333333333,SUPERFICIAL
1230,834051,1297,-104.87361116666666,-104.87361116666666,SUPERFICIAL
1231,834054,1298,-102.0191675,-102.0191675,SUPERFICIAL
1243,834241,1299,-102.03611144444444,-102.03611144444444,SUPERFICIAL
1247,834318,1300,-103.23944461111111,-103.23944461111111,SUPERFICIAL
1255,834464,1301,-103.40638911111111,-103.40638911111111,SUPERFICIAL
1256,834467,1302,-104.04694477777778,-104.04694477777778,SUPERFICIAL
1271,835774,1303,-104.46611125,-104.46611125,SUPERFICIAL
1272,835774,1304,-104.47500000000001,-104.47500000000001,SUPERFICIAL
1273,835776,1305,-103.22833341666667,-103.22833341666667,SUPERFICIAL
1281,835944,1306,-103.40527805555556,-103.40527805555556,SUPERFICIAL
1282,835948,1307,-103.14055583333334,-103.14055583333334,SUPERFICIAL
1290,836123,1308,-102.62555580555555,-102.62555580555555,SUPERFICIAL
1297,836321,1309,-103.97583333333334,-103.97583333333334,SUPERFICIAL
1298,836322,1310,-104.51333341666667,-104.51333341666667,SUPERFICIAL
1318,836538,1311,-103.48916697222222,-103.48916697222222,SUPERFICIAL
1320,836541,1312,-103.39000025,-103.39000025,SUPERFICIAL
1321,836542,1313,-103.39666697222223,-103.39666697222223,SUPERFICIAL
1331,837035,1314,-102.05277811111111,-102.05277811111111,SUPERFICIAL
1358,837368,1315,-102.52315016666667,-102.52315016666667,SUPERFICIAL
1408,837796,1316,-102.12888905555555,-102.12888905555555,SUPERFICIAL
1451,838357,1317,-102.61412775,-102.61412775,SUPERFICIAL
1488,838894,1318,-102.51183869444445,-102.51183869444445,SUPERFICIAL
1496,839072,1319,-103.9880558888889,-103.9880558888889,SUPERFICIAL
1526,839766,1320,-103.33194477777778,-103.33194477777778,SUPERFICIAL
1545,840217,1321,-103.3433336111111,-103.3433336111111,SUPERFICIAL
1563,840722,1322,-102.24444505555556,-102.24444505555556,SUPERFICIAL
19,811113,1323,-100.19333363888889,-100.19333363888889,SUPERFICIAL
43,811909,1324,-99.10205955555556,-99.10205955555556,SUPERFICIAL
51,812277,1325,-100.129167,-100.129167,SUPERFICIAL
63,813146,1326,-99.260843,-99.260843,SUPERFICIAL
90,813823,1327,-100.12261994444444,-100.12261994444444,SUPERFICIAL
124,814821,1328,-99.72084941666667,-99.72084941666667,SUPERFICIAL
156,815324,1329,-100.13333383333334,-100.13333383333334,SUPERFICIAL
200,816141,1330,-100.21013936111112,-100.21013936111112,SUPERFICIAL
201,816141,1331,-100.20904772222222,-100.20904772222222,SUPERFICIAL
429,819454,1332,-98.68944494444445,-98.68944494444445,SUPERFICIAL
641,824377,1333,-99.70461647222223,-99.70461647222223,SUPERFICIAL
660,824644,1334,-100.11750016666666,-100.11750016666666,SUPERFICIAL
1004,831543,1335,-99.62722322222221,-99.62722322222221,SUPERFICIAL
1300,836341,1336,-99.67083375,-99.67083375,SUPERFICIAL
1599,841031,1337,-99.44722222222222,-99.44722222222222,SUPERFICIAL
1807,843748,1338,-99.21549980555555,-99.21549980555555,SUPERFICIAL
1942,04MEX101861,1339,-99.94416700000001,-99.94416700000001,SUPERFICIAL
1943,04MEX103227,1340,-99.71888905555556,-99.71888905555556,SUPERFICIAL
1944,04MEX103253,1341,-100.27805588888889,-100.27805588888889,SUPERFICIAL
1945,04MEX103838,1342,-99.8694446111111,-99.8694446111111,SUPERFICIAL
1946,04MEX104433,1343,-99.62222255555555,-99.62222255555555,SUPERFICIAL
1947,04MEX104433,1344,-99.62277802777777,-99.62277802777777,SUPERFICIAL
1948,04MEX104433,1345,-99.6227781111111,-99.6227781111111,SUPERFICIAL
1949,04MEX104433,1346,-99.63250049999999,-99.63250049999999,SUPERFICIAL
1950,04MEX104497,1347,-99.64722238888889,-99.64722238888889,SUPERFICIAL
2141,08MEX103778,1348,-99.91666716666667,-99.91666716666667,SUPERFICIAL
2142,08MEX103778,1349,-99.91694477777779,-99.91694477777779,SUPERFICIAL
2143,08MEX103778,1350,-99.91722238888889,-99.91722238888889,SUPERFICIAL
2144,08MEX103778,1351,-99.916667,-99.916667,SUPERFICIAL
2302,13MEX103606,1352,-99.48111169444445,-99.48111169444445,SUPERFICIAL
3591,MEX101335,1353,-100.12666691666666,-100.12666691666666,SUPERFICIAL
3592,MEX101348,1354,-99.58055630555555,-99.58055630555555,SUPERFICIAL
3593,MEX101866,1355,-99.54388852777778,-99.54388852777778,SUPERFICIAL
3594,MEX103931,1356,-99.45000033333334,-99.45000033333334,SUPERFICIAL
3595,MEX103999,1357,-99.99194444444444,-99.99194444444444,SUPERFICIAL
3596,MEX104375,1358,-99.23472222222222,-99.23472222222222,SUPERFICIAL
3597,MEX104395,1359,-98.91666647222223,-98.91666647222223,SUPERFICIAL
3598,MEX104504,1360,-99.78638938888889,-99.78638938888889,SUPERFICIAL
3599,MEX104963,1361,-99.79361127777777,-99.79361127777777,SUPERFICIAL
3600,MEX104996,1362,-99.62722283333332,-99.62722283333332,SUPERFICIAL
3601,MEX104996,1363,-99.62777777777777,-99.62777777777777,SUPERFICIAL
3602,MEX104996,1364,-99.62805555555555,-99.62805555555555,SUPERFICIAL
3603,MEX105006,1365,-99.85555597222222,-99.85555597222222,SUPERFICIAL
3604,MEX105006,1366,-99.85416713888888,-99.85416713888888,SUPERFICIAL
3605,MEX105015,1367,-99.825,-99.825,SUPERFICIAL
3606,MEX105016,1368,-99.80138916666667,-99.80138916666667,SUPERFICIAL
3607,MEX105016,1369,-99.8013895,-99.8013895,SUPERFICIAL
3608,MEX105017,1370,-99.79722283333334,-99.79722283333334,SUPERFICIAL
3609,MEX105023,1371,-99.83194444444445,-99.83194444444445,SUPERFICIAL
3610,MEX105024,1372,-99.825,-99.825,SUPERFICIAL
3611,MEX105025,1373,-99.80000041666666,-99.80000041666666,SUPERFICIAL
3612,MEX105025,1374,-99.80027852777778,-99.80027852777778,SUPERFICIAL
3613,MEX105025,1375,-99.80055597222221,-99.80055597222221,SUPERFICIAL
3614,MEX105027,1376,-99.76527802777778,-99.76527802777778,SUPERFICIAL
3615,MEX105029,1377,-99.81111169444443,-99.81111169444443,SUPERFICIAL
3616,MEX105029,1378,-99.81138947222222,-99.81138947222222,SUPERFICIAL
3617,MEX105032,1379,-99.78444516666667,-99.78444516666667,SUPERFICIAL
3618,MEX105032,1380,-99.78388933333333,-99.78388933333333,SUPERFICIAL
3619,MEX105033,1381,-99.76333466666667,-99.76333466666667,SUPERFICIAL
3620,MEX105033,1382,-99.76361144444445,-99.76361144444445,SUPERFICIAL
3621,MEX105033,1383,-99.76361161111112,-99.76361161111112,SUPERFICIAL
3622,MEX105033,1384,-99.76361144444445,-99.76361144444445,SUPERFICIAL
3623,MEX105064,1385,-99.80277888888888,-99.80277888888888,SUPERFICIAL
3624,MEX105064,1386,-99.80555555555556,-99.80555555555556,SUPERFICIAL
3625,MEX105064,1387,-99.81805733333333,-99.81805733333333,SUPERFICIAL
3626,MEX105064,1388,-99.80416919444444,-99.80416919444444,SUPERFICIAL
3627,MEX105067,1389,-99.76944491666667,-99.76944491666667,SUPERFICIAL
3628,MEX105069,1390,-99.825,-99.825,SUPERFICIAL
3629,MEX105096,1391,-99.83277841666666,-99.83277841666666,SUPERFICIAL
3630,MEX105097,1392,-100.07083333333333,-100.07083333333333,SUPERFICIAL
3631,MEX105118,1393,-99.555556,-99.555556,SUPERFICIAL
3632,MEX105119,1394,-99.47444561111111,-99.47444561111111,SUPERFICIAL
3633,MEX105127,1395,-99.62638933333332,-99.62638933333332,SUPERFICIAL
3634,MEX105144,1396,-99.17583294444445,-99.17583294444445,SUPERFICIAL
3635,MEX105190,1397,-99.94722288888889,-99.94722288888889,SUPERFICIAL
3636,MEX105219,1398,-99.99388947222222,-99.99388947222222,SUPERFICIAL
3637,MEX105233,1399,-100.00111144444445,-100.00111144444445,SUPERFICIAL
3638,MEX105240,1400,-99.59000075,-99.59000075,SUPERFICIAL
3639,MEX105243,1401,-99.9388891388889,-99.9388891388889,SUPERFICIAL
3640,MEX105243,1402,-99.99111152777778,-99.99111152777778,SUPERFICIAL
3641,MEX105247,1403,-99.53611111111111,-99.53611111111111,SUPERFICIAL
3642,MEX105268,1404,-100.00416727777778,-100.00416727777778,SUPERFICIAL
3643,MEX105270,1405,-99.86694488888888,-99.86694488888888,SUPERFICIAL
3644,MEX105278,1406,-99.86388888888888,-99.86388888888888,SUPERFICIAL
3645,MEX105316,1407,-99.37138922222222,-99.37138922222222,SUPERFICIAL
3646,MEX105464,1408,-99.94583333333334,-99.94583333333334,SUPERFICIAL
3647,MEX105465,1409,-99.94583333333334,-99.94583333333334,SUPERFICIAL
3648,MEX105466,1410,-99.94444444444444,-99.94444444444444,SUPERFICIAL
3649,MEX105467,1411,-99.95611111111111,-99.95611111111111,SUPERFICIAL
3650,MEX105467,1412,-99.95611111111111,-99.95611111111111,SUPERFICIAL
3651,MEX105503,1413,-99.51222288888889,-99.51222288888889,SUPERFICIAL
3652,MEX105504,1414,-99.5125005,-99.5125005,SUPERFICIAL
3653,MEX105512,1415,-99.55472316666666,-99.55472316666666,SUPERFICIAL
3654,MEX105512,1416,-99.55527811111111,-99.55527811111111,SUPERFICIAL
3655,MEX105513,1417,-99.5575005,-99.5575005,SUPERFICIAL
3656,MEX105513,1418,-99.56138922222222,-99.56138922222222,SUPERFICIAL
3657,MEX105521,1419,-99.79444508333333,-99.79444508333333,SUPERFICIAL
3658,MEX105528,1420,-100.05000016666666,-100.05000016666666,SUPERFICIAL
3659,MEX105529,1421,-99.90138950000001,-99.90138950000001,SUPERFICIAL
3660,MEX105530,1422,-100.01611147222222,-100.01611147222222,SUPERFICIAL
9,810476,1423,-102.31944525,-102.31944525,SUPERFICIAL
120,814654,1424,-102.67444477777778,-102.67444477777778,SUPERFICIAL
138,815038,1425,-100.33277811111111,-100.33277811111111,SUPERFICIAL
142,815160,1426,-102.62547255555555,-102.62547255555555,SUPERFICIAL
326,817554,1427,-101.689167,-101.689167,SUPERFICIAL
360,818060,1428,-101.74027794444444,-101.74027794444444,SUPERFICIAL
368,818160,1429,-102.20388922222223,-102.20388922222223,SUPERFICIAL
406,819008,1430,-102.03333366666666,-102.03333366666666,SUPERFICIAL
408,819077,1431,-100.81722255555555,-100.81722255555555,SUPERFICIAL
420,819302,1432,-101.6874308888889,-101.6874308888889,SUPERFICIAL
428,819404,1433,-102.12166683333332,-102.12166683333332,SUPERFICIAL
435,819647,1434,-101.28821977777777,-101.28821977777777,SUPERFICIAL
436,819648,1435,-101.25603072222222,-101.25603072222222,SUPERFICIAL
495,821999,1436,-101.85861127777777,-101.85861127777777,SUPERFICIAL
497,822002,1437,-101.40583366666667,-101.40583366666667,SUPERFICIAL
498,822002,1438,-101.40472255555557,-101.40472255555557,SUPERFICIAL
506,822123,1439,-102.13750033333334,-102.13750033333334,SUPERFICIAL
507,822124,1440,-102.14819477777779,-102.14819477777779,SUPERFICIAL
518,822305,1441,-101.78888922222222,-101.78888922222222,SUPERFICIAL
519,822305,1442,-101.79000016666666,-101.79000016666666,SUPERFICIAL
520,822305,1443,-101.79861127777778,-101.79861127777778,SUPERFICIAL
521,822305,1444,-101.79888922222221,-101.79888922222221,SUPERFICIAL
522,822305,1445,-101.79861127777778,-101.79861127777778,SUPERFICIAL
523,822305,1446,-101.80138905555555,-101.80138905555555,SUPERFICIAL
524,822305,1447,-101.80194461111111,-101.80194461111111,SUPERFICIAL
525,822305,1448,-101.80194461111111,-101.80194461111111,SUPERFICIAL
526,822329,1449,-102.62536127777777,-102.62536127777777,SUPERFICIAL
534,822471,1450,-101.98809738888889,-101.98809738888889,SUPERFICIAL
539,822539,1451,-100.49805572222222,-100.49805572222222,SUPERFICIAL
543,822658,1452,-100.68361127777779,-100.68361127777779,SUPERFICIAL
544,822658,1453,-100.6833335,-100.6833335,SUPERFICIAL
545,822658,1454,-100.68388922222222,-100.68388922222222,SUPERFICIAL
551,822711,1455,-101.82083349999999,-101.82083349999999,SUPERFICIAL
553,822739,1456,-101.78611127777778,-101.78611127777778,SUPERFICIAL
555,822801,1457,-101.81666683333333,-101.81666683333333,SUPERFICIAL
560,823004,1458,-102.43569461111112,-102.43569461111112,SUPERFICIAL
567,823271,1459,-102.47888905555556,-102.47888905555556,SUPERFICIAL
572,823376,1460,-101.76444461111112,-101.76444461111112,SUPERFICIAL
576,823445,1461,-102.15388905555557,-102.15388905555557,SUPERFICIAL
590,823703,1462,-102.52133344444444,-102.52133344444444,SUPERFICIAL
601,823877,1463,-101.50138916666667,-101.50138916666667,SUPERFICIAL
605,823935,1464,-100.49305566666666,-100.49305566666666,SUPERFICIAL
606,823935,1465,-100.49722233333334,-100.49722233333334,SUPERFICIAL
612,824028,1466,-100.40166677777778,-100.40166677777778,SUPERFICIAL
615,824063,1467,-100.39333344444445,-100.39333344444445,SUPERFICIAL
616,824063,1468,-100.39333361111112,-100.39333361111112,SUPERFICIAL
617,824063,1469,-100.39277805555557,-100.39277805555557,SUPERFICIAL
622,824111,1470,-102.35250027777778,-102.35250027777778,SUPERFICIAL
623,824113,1471,-102.42083361111112,-102.42083361111112,SUPERFICIAL
638,824289,1472,-100.49055583333333,-100.49055583333333,SUPERFICIAL
645,824408,1473,-102.85527805555554,-102.85527805555554,SUPERFICIAL
657,824618,1474,-101.68527788888889,-101.68527788888889,SUPERFICIAL
658,824619,1475,-101.68721677777778,-101.68721677777778,SUPERFICIAL
675,824871,1476,-102.01000011111111,-102.01000011111111,SUPERFICIAL
676,824950,1477,-100.84852772222222,-100.84852772222222,SUPERFICIAL
677,824951,1478,-100.91674994444445,-100.91674994444445,SUPERFICIAL
678,824952,1479,-100.94803605555556,-100.94803605555556,SUPERFICIAL
680,824974,1480,-101.45277772222222,-101.45277772222222,SUPERFICIAL
682,825017,1481,-100.34277772222222,-100.34277772222222,SUPERFICIAL
688,825068,1482,-100.91444455555556,-100.91444455555556,SUPERFICIAL
701,825220,1483,-102.13277788888888,-102.13277788888888,SUPERFICIAL
709,825306,1484,-102.09972238888888,-102.09972238888888,SUPERFICIAL
737,825449,1485,-100.46666683333333,-100.46666683333333,SUPERFICIAL
740,825465,1486,-102.50388905555556,-102.50388905555556,SUPERFICIAL
741,825465,1487,-102.5058335,-102.5058335,SUPERFICIAL
753,825524,1488,-102.39305572222223,-102.39305572222223,SUPERFICIAL
756,825536,1489,-100.61805555555554,-100.61805555555554,SUPERFICIAL
763,825566,1490,-100.33611127777777,-100.33611127777777,SUPERFICIAL
764,825570,1491,-100.82805572222222,-100.82805572222222,SUPERFICIAL
773,825631,1492,-101.73163883333334,-101.73163883333334,SUPERFICIAL
777,825654,1493,-100.99666666666667,-100.99666666666667,SUPERFICIAL
778,825655,1494,-100.42416683333335,-100.42416683333335,SUPERFICIAL
779,825657,1495,-101.82388905555555,-101.82388905555555,SUPERFICIAL
783,825703,1496,-101.87166666666666,-101.87166666666666,SUPERFICIAL
785,825759,1497,-103.53388905555555,-103.53388905555555,SUPERFICIAL
790,825819,1498,-103.40277794444445,-103.40277794444445,SUPERFICIAL
794,825884,1499,-102.05805572222222,-102.05805572222222,SUPERFICIAL
795,825886,1500,-102.39194444444445,-102.39194444444445,SUPERFICIAL
796,825925,1501,-102.07341699999999,-102.07341699999999,SUPERFICIAL
798,825948,1502,-102.12533344444444,-102.12533344444444,SUPERFICIAL
801,825981,1503,-102.45000016666667,-102.45000016666667,SUPERFICIAL
802,825981,1504,-102.44888888888889,-102.44888888888889,SUPERFICIAL
803,825983,1505,-102.35277794444444,-102.35277794444444,SUPERFICIAL
819,826334,1506,-100.66666694444444,-100.66666694444444,SUPERFICIAL
820,826337,1507,-101.50277788888889,-101.50277788888889,SUPERFICIAL
833,827512,1508,-102.08472233333333,-102.08472233333333,SUPERFICIAL
866,827905,1509,-101.39861122222223,-101.39861122222223,SUPERFICIAL
867,827905,1510,-101.3911113888889,-101.3911113888889,SUPERFICIAL
868,827905,1511,-101.38500011111111,-101.38500011111111,SUPERFICIAL
869,827905,1512,-101.39333344444445,-101.39333344444445,SUPERFICIAL
886,828114,1513,-101.47786122222223,-101.47786122222223,SUPERFICIAL
890,828235,1514,-102.25861122222223,-102.25861122222223,SUPERFICIAL
892,828330,1515,-102.03225016666667,-102.03225016666667,SUPERFICIAL
893,828402,1516,-102.12472233333332,-102.12472233333332,SUPERFICIAL
899,829437,1517,-100.46125011111111,-100.46125011111111,SUPERFICIAL
900,829469,1518,-102.12777805555555,-102.12777805555555,SUPERFICIAL
902,829543,1519,-103.13055572222221,-103.13055572222221,SUPERFICIAL
904,829545,1520,-103.28638905555556,-103.28638905555556,SUPERFICIAL
905,829546,1521,-103.23500016666667,-103.23500016666667,SUPERFICIAL
910,829632,1522,-103.18527777777778,-103.18527777777778,SUPERFICIAL
1218,833798,1523,-99.45138894444445,-99.45138894444445,SUPERFICIAL
